Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
159825.0,1.69658525296653,-0.577393537431502,-2.07606788930913,0.4399030281209,0.207496828073263,-0.583071169560785,0.237609498487973,-0.154002154186037,1.12283548691252,-0.913558664744333,-0.857307481928625,-0.191631725732441,-0.763042707393474,-1.28944417529999,0.0844677886176926,0.0958342897157403,1.04494628057511,0.186460982480412,0.130813714622801,0.168049453792241,-0.166465184735051,-0.686869463332167,0.0400558106735542,0.286533799645557,-0.108604017846215,-0.116821734359595,-0.0475528495551923,0.0118340969640349,189.68,0
28692.0,-29.2003285905744,16.1557014298057,-30.0137124857248,6.47673117996833,-21.2258096535165,-4.90299739658728,-19.791248405247,19.1683273897301,-3.61724178604255,-7.87012194292549,4.06625507293473,-5.66149242261771,1.29295014454242,-5.07984568135779,-0.126522740416921,-5.24447151974264,-11.2749725851252,-4.67843652929376,0.650807370688892,1.71586182428358,1.8093709332884,-2.17581520342142,-1.3651041075509,0.174286359566544,2.10386807204715,-0.209943999130567,1.27868097084218,0.372392714338541,99.99,1
165066.0,-1.4534150683582,2.7430789552957,-0.351085319100854,4.44001940678892,-0.286225382192913,0.412677717239793,-0.389353622336347,1.2954308976181,-2.21331521319129,1.61877536127303,-1.10512474789248,0.459422044297067,1.48060800026186,0.825959224562535,0.19302073334948,-0.284899734419438,0.789233748419824,0.0613906766474603,0.759036624310573,0.288605233647046,0.467962731868735,1.41588329013449,-0.0200564711481235,1.15830062173949,-0.334657496777244,0.574388972727533,0.329679637707375,0.208935741942947,10.59,0
35926.0,-3.89658259167336,4.51835470349753,-4.45402724041253,5.54745334718879,-4.12145857265685,-1.16340665785105,-6.80505305303552,2.92835625399971,-4.91712959933528,-6.60046062150676,3.36784560815482,-7.88897751950988,1.68260346667335,-7.62865191597326,0.779245995683184,-7.53340432942796,-14.0646239413114,-4.96010863308331,2.52578492424474,0.757286726552078,1.69104203001122,0.920020577187708,-0.151103893232396,0.0110068782298363,0.0803032669086078,0.412191351423526,0.635788870982512,0.501049550484962,4.56,1
19762.0,-14.1791651073631,7.42136996239257,-21.405835744128,11.927511869244,-7.97428068736155,-2.20271027666529,-15.4716122801735,-0.356594909586509,-6.38012489838839,-13.3482776536659,10.1875873241664,-14.5639797552132,0.59375935763569,-14.4915983463022,-0.281392503951236,-8.2641288443605,-12.4398049728466,-4.83707902601307,0.753149847889189,1.00276434172175,-2.36683606243662,1.13095519799655,0.991153238179024,-1.03313210707298,-0.327179344936207,0.634692903522304,2.17190494464567,-1.39528768393339,1.0,1
97420.0,1.96260031002702,-0.461800038194543,0.26512981135408,0.584665739752641,-1.08666861209044,-0.485381927374804,-0.999959793375836,-0.0338407512261806,2.74035726694112,-0.377212144715965,-0.0013714431335652,-2.40787625347015,1.36148511046028,1.2052528955604,0.0804174754124671,0.65224202535368,0.129474000431539,0.352708383959956,-0.517298790530712,-0.238140771391933,-0.117505306685234,0.029740491166425,0.332813013527781,-7.24011226694117e-05,-0.641426305278163,0.441130714634133,-0.0431707970429819,-0.0438921501269919,15.95,0
88601.0,-0.47434474280994,0.528523043066957,1.49987746802579,-0.25313176415102,-0.0701538576562266,-0.345465051543501,0.277737245364039,0.0568090369183879,0.528416581776731,-0.665912975535657,-0.986926282961758,0.490641414503231,0.816829029970735,-0.431823881412243,0.308347569310893,-0.271677135003528,-0.381662220904752,0.297731408587782,0.0307131939349074,0.174351667815286,0.32704856800087,1.25854214397249,-0.212681664218964,0.04518338112831,-0.195326603385238,-0.105725774346293,0.452572800490305,0.245945294318427,22.87,0
81372.0,-0.88525408859895,1.79064923163963,-0.945148961205205,3.85343274655953,-1.54351007486649,0.188582114329739,-2.98838275644296,1.34405855095688,-2.29453470924744,-1.88617599041763,1.90428359307622,-4.00241403073237,-0.936955588407958,-2.80191542309724,0.798328052783254,-2.34873992555213,-6.42673430721498,-0.827308425201024,1.73238175785046,0.370040520565647,0.746159905151139,0.550802011985416,-0.0348823420887786,-0.56760840448119,-0.528317952733951,0.258782456503747,0.506892694941992,0.176735548819463,7.57,1
74991.0,0.897315266296169,-1.86455008974403,0.16979244607174,-2.37087390775638,-1.91865233203654,-0.95944266573064,-0.549806095851434,-0.0932974274808526,1.30679091759442,-0.909143554266399,-0.218567076423986,0.177849136208067,-1.15241880799223,0.261683933751666,1.68840087731422,-2.8998070783185,0.848494198483276,1.08315227029578,-0.120712193308124,-0.164275973517855,-0.181254473300263,-0.314775344445984,-0.167175130273044,0.372021411964846,0.373395470069532,-0.744125851784059,0.0728757130380989,0.0676574752762747,239.96,0
21991.0,-0.714825813431679,0.375221121479127,2.66576128434839,-1.74707541206483,-0.204037099349983,-0.206592133556346,0.330849750585649,-0.0995341151306037,2.57403800559202,-2.08127005483833,0.59068182020578,-2.13718558970323,1.35370616031844,0.969326024197271,0.229563600316484,-0.68644184184721,0.54230858150272,0.086374278709387,-0.517811324250717,-0.0973812629982986,-0.129499035587328,0.200336163977824,-0.335034541705603,0.0242922117342075,0.389485254085876,-0.812327190464136,-0.0683822822046993,-0.15526567517994,11.85,0
